,url,SalePrice,Address,Neighborhood,Type,YearBlt,LotSize,int_lot,bedrooms,bathrooms,full_brs,1/2_brs,kitchen_level,kitchen_area,kitchen_misc,family_desc,family_level,family_area,famly_misc,dining_desc,dining_level,dining_area,dining_misc,living_desc,living_level,basement_area,basement_qual,flooring_desc,heat_desc,cooling_desc,appliances,interior_desc,interior_door,Total_spaces,Parking_features,Garage_spaces,Covered_spaces,Lot_size2,Lot_features,Property_levels,patio/porch_feature,Zoning,Structure_style,Property_SubType,Construction_material,Foundation,Property_condition,New_construction
45,https://www.zillow.com/homedetails/5349-W-Galewood-Ave-Chicago-IL-60639/89969872_zpid/,"449,900","5349 W Galewood Ave,"," Chicago, IL 60639",Single Family Residence,2008,"3,319 sqft","3,319", 5, 4, 3, 1, Main, 100 ," Eating Area-Breakfast Bar, Eating Area-Table Space, Island, Pantry-Closet, Granite Counters, Pantry"," Windows(None),Flooring(Hardwood)", Main, 182 ,," Windows(None),Flooring(Hardwood)", Main, 285 , Combined w/ LivRm," Windows(None),Flooring(Hardwood)", Main, 1106 ," Full,Partially Finished"," Hardwood, Some Wall-To-Wall Cp"," Natural Gas, Forced Air", Central Air," Range, Microwave, Dishwasher, Refrigerator, Disposal, Humidifier"," Walk-In Closet(s), 9' Ceiling, 9' Ceilings, Granite Counters",, 2, Garage,, 2," 3,319 sqft", Sidewalks, 2.5 Story, Deck,," Contemporary,Traditional", Single Family Residence, Brick, Concrete Perimeter,, No
46,https://www.zillow.com/homedetails/5349-W-Galewood-Ave-Chicago-IL-60639/89969872_zpid/,"449,900","5349 W Galewood Ave,"," Chicago, IL 60639",Single Family Residence,2008,"3,319 sqft","3,319", 5, 4, 3, 1, Main, 100 ," Eating Area-Breakfast Bar, Eating Area-Table Space, Island, Pantry-Closet, Granite Counters, Pantry"," Windows(None),Flooring(Hardwood)", Main, 182 ,," Windows(None),Flooring(Hardwood)", Main, 285 , Combined w/ LivRm," Windows(None),Flooring(Hardwood)", Main, 1106 ," Full,Partially Finished"," Hardwood, Some Wall-To-Wall Cp"," Natural Gas, Forced Air", Central Air," Range, Microwave, Dishwasher, Refrigerator, Disposal, Humidifier"," Walk-In Closet(s), 9' Ceiling, 9' Ceilings, Granite Counters",, 2, Garage,, 2," 3,319 sqft", Sidewalks, 2.5 Story, Deck,," Contemporary,Traditional", Single Family Residence, Brick, Concrete Perimeter,, No
47,https://www.zillow.com/homedetails/10028-S-Commercial-Ave-Chicago-IL-60617/2070186828_zpid/,"199,500","10028 S Commercial Ave,"," Chicago, IL 60617",Multi Family,1918,,--, 6, 3, 3,,,,,,,,,,,,,,,," Full,Finished",," Natural Gas, Forced Air, Steam, Radiators",,,,, 2, Garage,, 2,,,, Porch,,, Multi Family,, Concrete Perimeter,, No
48,https://www.zillow.com/homedetails/2451-Wood-St-River-Grove-IL-60171/3604481_zpid/,"334,900","2451 Wood St,"," River Grove, IL 60171",Single Family Residence,1930,"5,349 sqft","1,757", 5, 3, 2, 1, Main, 182 , Eating Area-Table Space, Flooring(Other), Basement, 540 ,, Flooring(Hardwood), Main, 240 , Separate, Flooring(Hardwood), Main,," Full,Walkout,Finished",, Steam, 2 (Window/Wall Unit)," Range, Refrigerator, Washer, Dryer",,, 1, Garage,, 1," 5,349 sqft",, One and One Half,,, Bungalow, Single Family Residence, Brick,,, No
49,https://www.zillow.com/homedetails/235-W-Van-Buren-St-UNIT-2812-Chicago-IL-60607/159467772_zpid/,"410,000","235 W Van Buren St UNIT 2812,"," Chicago, IL 60607",Condominium,2009,,"1,260", 2, 2, 2,, Main, 77 ," Eating Area-Breakfast Bar, Granite Counters",,,,," Windows(Blinds),Flooring(Hardwood)", Main, 357 , Combined w/ LivRm," Windows(Blinds),Flooring(Hardwood)", Main,, None," Hardwood, Some Wall-To-Wall Cp"," Natural Gas, Forced Air", Central Air," Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal"," Doorman, Granite Counters, Lobby",, 2, Garage - Attached,, 2,,,,,,, Condominium," Glass, Concrete"," Concrete Perimeter, Reinforced Caisson",, No
50,https://www.zillow.com/homedetails/6-S-Laflin-St-APT-306S-Chicago-IL-60607/80857968_zpid/,"549,000","6 S Laflin St APT 306S,"," Chicago, IL 60607",Condominium,2002,,"1,800", 2, 2, 2,, Main, 80 , Island,,,,,, Main, 957 ,, Flooring(Hardwood), Main,, None,, Natural Gas, Central Air," Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal",,, 1, Garage - Attached,, 1,,,,,,, Condominium," Brick, Limestone", Concrete Perimeter,, No
51,https://www.zillow.com/homedetails/8517-W-87th-Pl-Hickory-Hills-IL-60457/2070186893_zpid/,"319,900","8517 W 87th Pl,"," Hickory Hills, IL 60457",Single Family Residence,1966,"10,053 sqft","1,092", 3, 2, 2,, Main, 110 ,, Flooring(Carpet), Lower, 208 ,, Flooring(Hardwood), Main, 210 , Combined w/ LivRm, Flooring(Hardwood), Main,," Partial,Finished",," Natural Gas, Forced Air", Central Air," Range, Microwave, Refrigerator",,, 2, Garage - Attached,, 2," 10,053 sqft",, Raised Ranch,,,, Single Family Residence," Vinyl Siding, Brick",,, No
52,https://www.zillow.com/homedetails/8166-168th-Pl-APT-3W-Tinley-Park-IL-60477/2075729020_zpid/,"165,000","8166 168th Pl APT 3W,"," Tinley Park, IL 60477",Condominium,1991,,"1,476", 2, 2, 2,, Main, 168 ,, Flooring(Carpet), Second, 448 ,," Windows(Blinds),Flooring(Carpet)", Main, 240 ,," Windows(Blinds),Flooring(Carpet)", Main,, None,," Natural Gas, Forced Air", Central Air," Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Stainless Steel Appliance(s)", Vaulted/Cathedral Ceilings, Sliding Glass Door(s), 2, Garage,, 1,,,,,,, Condominium, Brick,,, No
53,https://www.zillow.com/homedetails/600-Mesa-Dr-14204-Hoffman-Estates-IL-60169/3409828_zpid/,"87,000","600 Mesa Dr #14204,"," Hoffman Estates, IL 60169",Condominium,1974,,750, 1, 1, 1,, Main, 40 ,,,,,,, Main, 120 ,,, Main,, None,, Electric, 1 (Window/Wall Unit),,," Sliding Doors, Sliding Glass Door(s)", 1, ,,,,,,,,, Condominium, Brick,,, No
54,https://www.zillow.com/homedetails/16254-Haven-Ave-Tinley-Park-IL-60487/4192054_zpid/,"199,000","16254 Haven Ave,"," Tinley Park, IL 60487",Single Family Residence,1971,"5,706 sqft",959, 2, 1, 1,, Main, 176 ,,,,,,,, 187 ,," Windows(All),Flooring(Wood Laminate)", Main,, None, Wood Laminate Floors," Natural Gas, Forced Air", Central Air,, 1st Floor Full Bath,, 2, Garage,, 2," 5,706 sqft",, One, Deck,, Ranch, Single Family Residence, Vinyl Siding, Concrete Perimeter,, No
55,https://www.zillow.com/homedetails/5306-S-Cornell-Ave-3-Chicago-IL-60615/3988109_zpid/,"229,900","5306 S Cornell Ave #3,"," Chicago, IL 60615",Condominium,No Data,,"1,500", 2, 1, 1,, Main, 156 , Eating Area-Table Space,,,,,, Main, 252 , Separate,, Main,, None,," Natural Gas, Steam", None," Range, Microwave, Dishwasher, High End Refrigerator, Washer, Dryer, Stainless Steel Appliance(s)",,,, ,,,,,,,,, Condominium," Brick, Limestone",,, No
56,https://www.zillow.com/homedetails/6935-S-Crandon-Ave-APT-3D-Chicago-IL-60649/4001285_zpid/,"85,000","6935 S Crandon Ave APT 3D,"," Chicago, IL 60649",Condominium,1927,,"1,350", 2, 2, 2,, Main, 192 ,,,,,, Flooring(Hardwood), Main, 322 ,, Flooring(Hardwood), Main,, None, Hardwood, Radiators, None,," Elevator, Storage",,, Garage - Attached,,,,,,,,, Condominium, Brick,,, No
57,https://www.zillow.com/homedetails/2103-Highland-Ave-Berwyn-IL-60402/2070187288_zpid/,"499,000","2103 Highland Ave,"," Berwyn, IL 60402",Multi Family,1917,,--, 8, 3, 3,,,,,,,,,,,,,,,," Full,Finished",, Natural Gas,,,,, 2, Garage,, 2," 3,484 sqft",,,,,, Multi Family,,,, No
58,https://www.zillow.com/homedetails/2300-Algonquin-Rd-APT-3-Rolling-Meadows-IL-60008/3441970_zpid/,"140,000","2300 Algonquin Rd APT 3,"," Rolling Meadows, IL 60008",Condominium,1973,,"1,000", 2, 1, 1,, Main, 72 ,,,,,,, Main, 204 , Separate,, Main,, None,, Natural Gas, 1 (Window/Wall Unit)," Microwave, Refrigerator, Stainless Steel Appliance(s), Range Hood",,, 1, Assigned,,,,,,,,, Condominium, Brick,,, No
59,https://www.zillow.com/homedetails/655-W-Irving-Park-Rd-APT-2511-Chicago-IL-60613/65550221_zpid/,"170,000","655 W Irving Park Rd APT 2511,"," Chicago, IL 60613",Condominium,1973,,720, 1, 1, 1,, Main, 60 ,,,,,,,, 187 ,,, Main,, None,, Indv Controls, Central Air,,,,, ,,,,,,,,, Condominium," Glass, Concrete",,, No
60,https://www.zillow.com/homedetails/1623-N-Cleveland-Ave-Chicago-IL-60614/3741009_zpid/,"800,000","1623 N Cleveland Ave,"," Chicago, IL 60614",Townhouse,1982,No Data,"2,400", 3, 3, 2, 1, Main, 154 ," Eating Area-Breakfast Bar, Island", Flooring(Hardwood), Main, 196 ,, Flooring(Hardwood), Main, 304 , Separate, Flooring(Hardwood), Main,, None, Hardwood," Natural Gas, Forced Air", Central Air," Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal",,, 1, Garage - Attached,, 1,, Common Grounds,," Deck, Roof Deck",,, Townhouse, Brick,,, No
61,https://www.zillow.com/homedetails/Palatine-IL-60074/3254392_zpid/,"299,000","(Undisclosed Address),"," Palatine, IL 60074",Single Family Residence,1961,"10,062 sqft","1,300", 3, 3, 2, 1, Main, 180 , Eating Area-Table Space," Windows(Insulated Windows),Flooring(Carpet)", Main, 576 ,," Windows(Insulated Windows,Triple Pane Windows),Flooring(Carpet)", Main,, Separate,,,," Full,Unfinished,Egress Window",," Natural Gas, Forced Air", Central Air," Range, Microwave, Dishwasher, Refrigerator",,, 6, Off Street,,," 10,062 sqft",, One,,,, Single Family Residence," Vinyl Siding, Brick",,, No
62,https://www.zillow.com/homedetails/2837-N-77th-Ave-Elmwood-Park-IL-60707/3601219_zpid/,"319,900","2837 N 77th Ave,"," Elmwood Park, IL 60707",Single Family Residence,1929,"3,833 sqft","1,268", 4, 2, 1, 1, Main, 156 ," Eating Area-Table Space, Granite Counters"," Windows(Blinds),Flooring(Vinyl)", Main, 294 ,," Windows(Blinds),Flooring(Hardwood)", Main, 192 , Separate," Windows(Blinds),Flooring(Hardwood)", Main,," Full,Finished,Exterior Access,Storage Space"," Hardwood, Some Carpeting"," Natural Gas, Baseboard", Central Air," Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer",,, 2, Garage,, 2," 3,833 sqft",, One and One Half," Deck, Patio",, Bungalow, Single Family Residence, Brick, Concrete Perimeter,, No
63,https://www.zillow.com/homedetails/6134-Washington-Ct-Morton-Grove-IL-60053/89897685_zpid/,"319,000","6134 Washington Ct,"," Morton Grove, IL 60053",Townhouse,2007,No Data,--, 2, 3, 2, 1, Main, 180 , Eating Area-Table Space," Windows(None),Flooring(Carpet)", Lower, 208 ,," Windows(None),Flooring(Carpet)", Main, 182 , Combined w/ LivRm," Windows(None),Flooring(Carpet)", Main,," Partial,Finished",, Natural Gas, Central Air,, Vaulted/Cathedral Ceilings,, 2, Garage - Attached,, 2,, Common Grounds,,,,, Townhouse, Brick, Concrete Perimeter,, No
64,https://www.zillow.com/homedetails/2526-W-Walter-Zimny-Dr-Posen-IL-60469/4217223_zpid/,"249,900","2526 W Walter Zimny Dr,"," Posen, IL 60469",Single Family Residence,1995,"9,374 sqft","1,151", 4, 2, 2,, Main, 288 ,, Flooring(Ceramic Tile), Lower, 234 ,,,, 192 ,, Flooring(Hardwood), Main,," Partial,Finished",," Natural Gas, Forced Air", Central Air,,,, 2, Garage - Attached,, 2," 9,374 sqft", Corner Lot, Split Level,,, Bi-Level, Single Family Residence, Brick, Concrete Perimeter,, No
65,https://www.zillow.com/homedetails/1400-Forest-Pl-Calumet-City-IL-60409/2070187655_zpid/,"140,900","1400 Forest Pl,"," Calumet City, IL 60409",Single Family Residence,1958,"6,329 sqft","1,147", 3, 1, 1,, Main, 144 ,,,,,,,, 168 ,,, Main,," None,Slab",, Forced Air, None,,,, 2, Garage,, 2," 6,329 sqft",, One,,, Ranch, Single Family Residence, Brick,,, No
66,https://www.zillow.com/homedetails/10040-S-82nd-Ct-Palos-Hills-IL-60465/4039316_zpid/,"299,900","10040 S 82nd Ct,"," Palos Hills, IL 60465",Single Family Residence,1974,"10,306 sqft","1,359", 4, 2, 1, 1, Main, 220 ,, Flooring(Carpet), Lower, 528 ,, Flooring(Hardwood), Main, 204 , Kitchen/Dining Combo," Windows(Bay Window(s),Blinds),Flooring(Hardwood)", Main,," None,Crawl",, Natural Gas, Central Air," Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer",,, 2, Garage,, 2," 10,306 sqft", Corner Lot, Split Level, Patio,, Bi-Level, Single Family Residence," Brick, Cedar",,, No
67,https://www.zillow.com/homedetails/1430-N-Douglas-Ave-Arlington-Heights-IL-60004/3304468_zpid/,"619,900","1430 N Douglas Ave,"," Arlington Heights, IL 60004",Single Family Residence,1967,"9,239 sqft","2,080", 4, 3, 2, 1, Main, 170 , Eating Area-Table Space, Flooring(Hardwood), Main, 180 ,, Flooring(Hardwood), Main, 260 , Combined w/ LivRm, Flooring(Hardwood), Main,," Full,Partially Finished", Hardwood," Natural Gas, Forced Air", Central Air," Double Oven, Microwave, Dishwasher, High End Refrigerator, Washer, Dryer, Disposal, Cooktop, Range Hood, Gas Cooktop, Wall Oven, Range, Refrigerator, Humidifier"," Vaulted/Cathedral Ceilings, Walk-In Closet(s), 10'  Ceiling, Open Floorplan, Beamed Ceilings",, 2, Garage - Attached,, 2," 9,239 sqft",, Two," Patio, Roof Deck",, Colonial, Single Family Residence, Brick, Concrete Perimeter,, No
68,https://www.zillow.com/homedetails/1430-N-Douglas-Ave-Arlington-Heights-IL-60004/3304468_zpid/,"619,900","1430 N Douglas Ave,"," Arlington Heights, IL 60004",Single Family Residence,1967,"9,239 sqft","2,080", 4, 3, 2, 1, Main, 170 , Eating Area-Table Space, Flooring(Hardwood), Main, 180 ,, Flooring(Hardwood), Main, 260 , Combined w/ LivRm, Flooring(Hardwood), Main,," Full,Partially Finished", Hardwood," Natural Gas, Forced Air", Central Air," Double Oven, Microwave, Dishwasher, High End Refrigerator, Washer, Dryer, Disposal, Cooktop, Range Hood, Gas Cooktop, Wall Oven, Range, Refrigerator, Humidifier"," Vaulted/Cathedral Ceilings, Walk-In Closet(s), 10'  Ceiling, Open Floorplan, Beamed Ceilings",, 2, Garage - Attached,, 2," 9,239 sqft",, Two," Patio, Roof Deck",, Colonial, Single Family Residence, Brick, Concrete Perimeter,, No
69,https://www.zillow.com/homedetails/6-N-Michigan-Ave-UNIT-1503-Chicago-IL-60602/99357671_zpid/,"1,450,000","6 N Michigan Ave UNIT 1503,"," Chicago, IL 60602",Condominium,1906,,"2,900", 3, 4, 3, 1, Main, 180 ," Eating Area-Breakfast Bar, Eating Area-Table Space, Pantry-Closet, Pantry-Walk-in", Flooring(Hardwood), Main, 255 ,, Flooring(Hardwood), Main, 432 , Separate, Flooring(Hardwood), Main,, None, Hardwood," Forced Air, Indv Controls", Central Air," Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal, Stainless Steel Appliance(s), Range Hood"," Storage, Built-in Features, Walk-In Closet(s), 10'  Ceiling, Open Floorplan, Separate Dining Room",, 2, Garage - Attached,, 2,,,,,,, Condominium," Brick, Stone",,, No
70,https://www.zillow.com/homedetails/18327-Lange-St-Lansing-IL-60438/4294578_zpid/,"274,900","18327 Lange St,"," Lansing, IL 60438",Single Family Residence,1977,"10,280 sqft","1,700", 4, 3, 3,, Main, 210 ," Eating Area-Table Space, Pantry-Closet, Updated Kitchen", Flooring(Carpet), Lower, 322 ,," Windows(Blinds),Flooring(Carpet)", Main, 240 , L-shaped," Windows(Blinds),Flooring(Carpet)", Main,," Full,Finished",," Natural Gas, Forced Air", Central Air," Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer",,,, Garage - Attached,,," 10,280 sqft",, Split Level w/ Sub,,, Quad Level, Single Family Residence, Brick,,, No
71,https://www.zillow.com/homedetails/33-W-Ontario-St-APT-54G-Chicago-IL-60654/89886570_zpid/,"330,000","33 W Ontario St APT 54G,"," Chicago, IL 60654",Condominium,2003,,700, 1, 1, 1,, Main, 70 , Island,,,,,,, 196 ,, Flooring(Wood Laminate), Main,, None, Wood Laminate Floors, Forced Air, Central Air," Range, Microwave, Dishwasher, High End Refrigerator, Freezer, Washer, Dryer, Disposal, Stainless Steel Appliance(s)",,, 1, Garage - Attached,, 1,,,,,,, Condominium, Concrete,,, No
72,https://www.zillow.com/homedetails/749-Campus-Ave-Matteson-IL-60443/4305190_zpid/,"224,500","749 Campus Ave,"," Matteson, IL 60443",Single Family Residence,1980,"9,408 sqft","2,135", 3, 2, 2,, Main, 240 , Eating Area-Table Space, Flooring(Hardwood), Main, 156 ,, Flooring(Carpet), Main, 260 , Combined w/ LivRm," Windows(Bay Window(s)),Flooring(Carpet)", Main, 1535 ," Full,Partially Finished"," Hardwood, Some Carpeting"," Natural Gas, Forced Air", Central Air," Range, Dishwasher, Refrigerator, Dryer, Stainless Steel Appliance(s), Range Hood"," 1st Floor Bedroom, 1st Floor Full Bath, Built-in Features, Walk-In Closet(s)"," Some Storm Doors, Sliding Doors", 2, Garage - Attached,, 2," 9,408 sqft"," Sidewalks, Streetlights", One, Patio,, Ranch, Single Family Residence, Brick, Concrete Perimeter,, No
73,https://www.zillow.com/homedetails/749-Campus-Ave-Matteson-IL-60443/4305190_zpid/,"224,500","749 Campus Ave,"," Matteson, IL 60443",Single Family Residence,1980,"9,408 sqft","2,135", 3, 2, 2,, Main, 240 , Eating Area-Table Space, Flooring(Hardwood), Main, 156 ,, Flooring(Carpet), Main, 260 , Combined w/ LivRm," Windows(Bay Window(s)),Flooring(Carpet)", Main, 1535 ," Full,Partially Finished"," Hardwood, Some Carpeting"," Natural Gas, Forced Air", Central Air," Range, Dishwasher, Refrigerator, Dryer, Stainless Steel Appliance(s), Range Hood"," 1st Floor Bedroom, 1st Floor Full Bath, Built-in Features, Walk-In Closet(s)"," Some Storm Doors, Sliding Doors", 2, Garage - Attached,, 2," 9,408 sqft"," Sidewalks, Streetlights", One, Patio,, Ranch, Single Family Residence, Brick, Concrete Perimeter,, No
74,https://www.zillow.com/homedetails/3240-S-Hoyne-Ave-Chicago-IL-60608/2070187819_zpid/,"385,000","3240 S Hoyne Ave,"," Chicago, IL 60608",Multi Family,1890,,--, 7, 4, 4,,,,,,,,,,,,,,,, None,, Radiators,,,,,, ,,,,,,, MULTI,, Multi Family,,,, No
75,https://www.zillow.com/homedetails/7851-45th-St-Lyons-IL-60534/3883546_zpid/,"399,999","7851 45th St,"," Lyons, IL 60534",Single Family Residence,No Data,"6,581 sqft","1,800", 4, 2, 2,, Main, 150 ,,,,,, Flooring(Hardwood), Main, 209 ,, Flooring(Hardwood), Main,," Full,Finished",, Natural Gas, Central Air,,,, 2, Garage,, 2," 6,581 sqft",, Two,,,, Single Family Residence, Brick,,, No
76,https://www.zillow.com/homedetails/805-N-Lombard-Ave-Oak-Park-IL-60302/3799418_zpid/,"499,000","805 N Lombard Ave,"," Oak Park, IL 60302",Single Family Residence,1908,"4,726 sqft","2,078", 5, 3, 3,, Main, 187 ," Eating Area-Breakfast Bar, Island", Flooring(Wood Laminate), Basement, 378 ,, Flooring(Hardwood), Main, 130 , Separate, Flooring(Hardwood), Main,," Full,Finished"," Hardwood, Heated"," Steam, Radiators", Space Pac," Double Oven, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal, Stainless Steel Appliance(s), Range Hood"," 1st Floor Bedroom, 1st Floor Full Bath",, 4," Off Alley, Side Apron",, 2," 4,726 sqft",, Two," Deck, Brick Paver Patio",,, Single Family Residence," Concrete, Clad Trim",,, No
77,https://www.zillow.com/homedetails/9241-S-Pleasant-Ave-Chicago-IL-60643/4124439_zpid/,"910,000","9241 S Pleasant Ave,"," Chicago, IL 60643",Single Family Residence,1913,No Data,"3,528", 6, 5, 4, 1, Main, 110 ,,, Basement, 442 ,, Flooring(Hardwood), Main, 408 , Separate, Flooring(Hardwood), Main,," Full,Partially Finished", Hardwood, Natural Gas, Partial,,,, 2, Garage,, 2,, Corner Lot," 3 Stories,Coach House"," Deck, Porch",, English, Single Family Residence, Brick,,, No
78,https://www.zillow.com/homedetails/1640-N-Kedzie-Ave-Chicago-IL-60647/3688301_zpid/,"519,000","1640 N Kedzie Ave,"," Chicago, IL 60647",Single Family Residence,1900,"4,425 sqft","1,600", 3, 2, 2,, Main, 180 ," Eating Area-Table Space, Pantry-Closet",,,,," Windows(Double Pane Windows),Flooring(Hardwood)", Main, 216 , Separate," Windows(Double Pane Windows),Flooring(Hardwood)", Main, 900 ," Full,Finished", Hardwood, Natural Gas, Central Air," Range, Microwave, Dishwasher, Refrigerator, Range Hood"," 1st Floor Bedroom, 1st Floor Full Bath, 10'  Ceiling, Separate Dining Room", Some Storm Doors, 2, Garage,, 2," 4,425 sqft"," Sidewalks, Streetlights", Two, Porch,, American 4-Sq., Single Family Residence," Vinyl Siding, Brick", Concrete Perimeter,, No
79,https://www.zillow.com/homedetails/2025-S-15th-Ave-Broadview-IL-60155/3767928_zpid/,"269,999","2025 S 15th Ave,"," Broadview, IL 60155",Single Family Residence,1952,"5,292 sqft",900, 3, 2, 2,, Main, 135 , Eating Area-Table Space,,,,,,, 210 ,,, Main,," Full,Finished", Wood Laminate Floors," Natural Gas, Forced Air", Central Air,," 1st Floor Bedroom, 1st Floor Full Bath",, 2, Off Alley,,," 5,292 sqft",, One, Deck,, Ranch, Single Family Residence, Brick,,, No
80,https://www.zillow.com/homedetails/5155-Old-Plum-Grove-Rd-Palatine-IL-60067/3276076_zpid/,"699,000","5155 Old Plum Grove Rd,"," Palatine, IL 60067",Single Family Residence,1964,0.88 Acres,"4,024", 5, 5, 4, 1, Second, 299 ," Eating Area-Table Space, Island, Pantry-Closet"," Windows(Blinds),Flooring(Hardwood)", Main, 180 ,," Windows(Blinds),Flooring(Hardwood)", Main, 352 , Separate," Windows(Blinds),Flooring(Hardwood)", Main,," Partial,Finished", Hardwood, Natural Gas, Central Air," Range, Microwave, Dishwasher, Washer, Dryer, Disposal"," Vaulted/Cathedral Ceilings, Dry Bar, In-Law Floorplan, 1st Floor Full Bath",, 3, Garage - Attached,, 3, 0.88 Acres,, Two, Patio,, Contemporary, Single Family Residence, Other,,, No
81,https://www.zillow.com/homedetails/513-N-Elm-St-Mount-Prospect-IL-60056/3326120_zpid/,"309,900","513 N Elm St,"," Mount Prospect, IL 60056",Single Family Residence,1953,"7,579 sqft","1,280", 4, 1, 1,, Main, 117 , Eating Area-Table Space,,,,,,, 176 , None, Flooring(Hardwood), Main,," Full,Finished"," Hardwood, Some Carpeting, Some Wood Floors"," Natural Gas, Forced Air"," Central Air, 1 (Window/Wall Unit)"," Range, Dishwasher, Refrigerator, Washer, Dryer, Stainless Steel Appliance(s)"," Dry Bar, 1st Floor Bedroom",,, Garage,,," 7,579 sqft",, Two,,, Cape Cod, Single Family Residence," Aluminum Siding, Brick",,, No
